,opis,dzielnica,no_rooms,cena,flat_area,price,link,data,lokator_dzielnica,ulica,lokator_ulica,geo_location,rodzaj,point,latitude,longitude,altitude
1752,2 pokoje  Nowa Huta    zielona okolica,: Nowa Huta,2.0,258 000 ,41.79,6174.0,https://www.otodom.pl/oferta/2-pokoje-nowa-huta-zielona-okolica-ID3VvMc.html#0152a09993,2019-03-18 09:21:22.950533,"Krakow , : Nowa Huta",Dzielna,Kraków Dzielna,"Dzielna, Bronowice Wielkie, Prądnik Biały, Kraków, województwo małopolskie, 31-346, Polska",ulica,"(50.0985888, 19.8879762, 0.0)",50.0985888,19.8879762,0.0
1755,3 pokoje   49 5m2   Dębskiego   340 tysięcy,: Opatkowice,3.0,340 000 ,49.5,6869.0,https://www.otodom.pl/oferta/3-pokoje-49-5m2-debskiego-340-tysiecy-ID3VvLO.html#0152a09993,2019-03-18 09:21:22.951034,"Krakow , : Opatkowice",Dębskiego,Kraków Dębskiego,"Macieja Dębskiego, Opatkowice, Swoszowice, Kraków, województwo małopolskie, 30-499, Polska",ulica,"(49.9885667, 19.906689, 0.0)",49.9885667,19.906689,0.0
1763,Czyżyny  edle Akademickie 3 pokoje  okazja,: Czyżyny,3.0,415 000 ,49.0,8469.0,https://www.otodom.pl/oferta/czyzyny-osiedle-akademickie-3-pokoje-okazja-ID3VvGI.html#0152a09993,2019-03-18 09:21:22.952037,"Krakow , : Czyżyny",Akademicka,Kraków Akademicka,"Akademicka, Czarna Wieś, Krowodrza, Kraków, województwo małopolskie, 30-054, Polska",ulica,"(50.0652203, 19.9167183, 0.0)",50.0652203,19.9167183,0.0
1772,Mieszkanie  dwa pokoje przy   Stachiewicza,: Azory,2.0,280 000 ,37.0,7568.0,https://www.otodom.pl/oferta/mieszkanie-dwa-pokoje-przy-ul-stachiewicza-ID3VvuI.html#af9a30ba0a,2019-03-18 09:21:25.221075,"Krakow , : Azory",Stachowicza,Kraków Stachowicza,"Michała Stachowicza, Półwsie Zwierzynieckie, Zwierzyniec, Kraków, województwo małopolskie, 30-103, Polska",ulica,"(50.0552789, 19.9221976, 0.0)",50.0552789,19.9221976,0.0
1775,3 pokojowe mieszkanie na Prądniku Czerwonym,: Prądnik Czerwony,3.0,465 000 ,79.0,5886.0,https://www.otodom.pl/oferta/3-pokojowe-mieszkanie-na-pradniku-czerwonym-ID3Vvug.html#af9a30ba0a,2019-03-18 09:21:25.221576,"Krakow , : Prądnik Czerwony",Czerwona,Kraków Czerwona,"Czerwona, Olsza II, Prądnik Czerwony, Kraków, województwo małopolskie, 31-426, Polska",ulica,"(50.0849372, 19.9554073, 0.0)",50.0849372,19.9554073,0.0
1779,Czyżyny  Nowa Kawalerka Wysoki Standard,: Czyżyny,1.0,325 000 ,28.0,11607.0,https://www.otodom.pl/oferta/czyzyny-nowa-kawalerka-wysoki-standard-ID3VvtC.html#af9a30ba0a,2019-03-18 09:21:25.222077,"Krakow , : Czyżyny",Wysoka,Kraków Wysoka,"Wysoka, Rakowice, Prądnik Czerwony, Kraków, województwo małopolskie, 31-460, Polska",ulica,"(50.0812116, 19.9778268, 0.0)",50.0812116,19.9778268,0.0
1785,3 pokojowe mieszkanie w Nowej Hucie.,: małopolskie,3.0,599 000 ,76.0,7882.0,https://www.otodom.pl/oferta/3-pokojowe-mieszkanie-w-nowej-hucie-ID3Vvj2.html#af9a30ba0a,2019-03-18 09:21:25.223080,"Krakow , : małopolskie",Nowe,Kraków Nowe,"Kraków, województwo małopolskie, Polska",ulica,"(50.0469432, 19.9971534358367, 0.0)",50.0469432,19.9971534358367,0.0
1786,3 pokojowe mieszkanie w Nowej Hucie,: Nowa Huta,3.0,430 000 ,67.0,6418.0,https://www.otodom.pl/oferta/3-pokojowe-mieszkanie-w-nowej-hucie-ID3VviU.html#af9a30ba0a,2019-03-18 09:21:25.223080,"Krakow , : Nowa Huta",Nowe,Kraków Nowe,"Kraków, województwo małopolskie, Polska",ulica,"(50.0469432, 19.9971534358367, 0.0)",50.0469432,19.9971534358367,0.0
1789,3 pokoje Mistrzejowice 47m2 po remoncie,: Mistrzejowice,3.0,369 000 ,47.6,7752.0,https://www.otodom.pl/oferta/3-pokoje-mistrzejowice-47m2-po-remoncie-ID3Vvcc.html#af9a30ba0a,2019-03-18 09:21:25.223581,"Krakow , : Mistrzejowice",Mistrzejowicka,Kraków Mistrzejowicka,"Mistrzejowicka, Mistrzejowice, Kraków, województwo małopolskie, 31-651, Polska",ulica,"(50.0969093, 20.0259479, 0.0)",50.0969093,20.0259479,0.0
1790,Kameralne Bronowice 4 pokojowe mieszkanie 77 2 ,: Bronowice,4.0,729 550 ,77.2,9450.0,https://www.otodom.pl/oferta/kameralne-bronowice-4-pokojowe-mieszkanie-77-2-m-ID3Vv4E.html#af9a30ba0a,2019-03-18 09:21:25.223581,"Krakow , : Bronowice",Bronowicka,Kraków Bronowicka,"Bronowicka, Bronowice, Kraków, województwo małopolskie, 30-122, Polska",ulica,"(50.0775327, 19.9016366, 0.0)",50.0775327,19.9016366,0.0
1791,Okazja  w sercu Kazimierza!,: Kazimierz,2.0,348 000 ,28.0,12429.0,https://www.otodom.pl/oferta/okazja-w-sercu-kazimierza-ID3Vv4g.html#af9a30ba0a,2019-03-18 09:21:25.224083,"Krakow , : Kazimierz",Kazimierza,Kraków Kazimierza,"Księdza Kazimierza Jancarza, Batowice, Mistrzejowice, Kraków, województwo małopolskie, 31-618, Polska",ulica,"(50.0955333, 19.9961381, 0.0)",50.0955333,19.9961381,0.0
1845,Okazja  3 pokoje  Żabiniec,: Żabiniec,3.0,419 000 ,58.7,7138.0,https://www.otodom.pl/oferta/okazja-3-pokoje-zabiniec-ID3WV9O.html#4e65447592,2019-03-18 09:21:33.039236,"Krakow , : Żabiniec",Żabiniec,Kraków Żabiniec,"Żabiniec, Casa Feliz, Prądnik Biały, Kraków, województwo małopolskie, 31-215, Polska",ulica,"(50.083371, 19.9417329, 0.0)",50.083371,19.9417329,0.0
1846,Dwupoziomowe mieszkanie 85m2  Stare Miasto,: Stare Miasto,4.0,935 000 ,85.0,11000.0,https://www.otodom.pl/oferta/dwupoziomowe-mieszkanie-85m2-stare-miasto-ID3WBz2.html#4e65447592,2019-03-18 09:21:33.039236,"Krakow , : Stare Miasto",Starego,Kraków Starego,"Zygmunta Starego, Mydlniki, Bronowice, Kraków, województwo małopolskie, 30-198, Polska",ulica,"(50.0801801, 19.8536978, 0.0)",50.0801801,19.8536978,0.0
1850,Kazimierz  5 niezależnych pokoi  jasna kuchnia,: Kazimierz,5.0,699 000 ,81.95,8530.0,https://www.otodom.pl/oferta/kazimierz-5-niezaleznych-pokoi-jasna-kuchnia-ID3U4kg.html#4e65447592,2019-03-18 09:21:33.040239,"Krakow , : Kazimierz",Kazimierza,Kraków Kazimierza,"Księdza Kazimierza Jancarza, Batowice, Mistrzejowice, Kraków, województwo małopolskie, 31-618, Polska",ulica,"(50.0955333, 19.9961381, 0.0)",50.0955333,19.9961381,0.0
1852,Wykończony apartament z 2017 roku Bronowice,: małopolskie,2.0,420 000 ,45.9,9150.0,https://www.otodom.pl/oferta/wykonczony-apartament-z-2017-roku-bronowice-ID3UIzi.html#4e65447592,2019-03-18 09:21:33.040239,"Krakow , : małopolskie",Bronowicka,Kraków Bronowicka,"Bronowicka, Bronowice, Kraków, województwo małopolskie, 30-122, Polska",ulica,"(50.0775327, 19.9016366, 0.0)",50.0775327,19.9016366,0.0
1853,2 Pokoje  Grzegórzki  widok na panoramę miasta,: Grzegórzki,2.0,321 000 ,35.55,9030.0,https://www.otodom.pl/oferta/2-pokoje-grzegorzki-widok-na-panorame-miasta-ID3SNPO.html#4e65447592,2019-03-18 09:21:33.040239,"Krakow , : Grzegórzki",Pokoju,Kraków Pokoju,"Aleja Pokoju, Czyżyny, Kraków, województwo małopolskie, 31-982, Polska",ulica,"(50.0726746, 20.0168791, 0.0)",50.0726746,20.0168791,0.0
1854,3 Pokoje + Kuchnia  Kujawska  Do Remontu,: Krowodrza,3.0,515 000 ,59.6,8641.0,https://www.otodom.pl/oferta/3-pokoje-kuchnia-kujawska-do-remontu-ID3UCXm.html#4e65447592,2019-03-18 09:21:33.040239,"Krakow , : Krowodrza",Pokoju,Kraków Pokoju,"Aleja Pokoju, Czyżyny, Kraków, województwo małopolskie, 31-982, Polska",ulica,"(50.0726746, 20.0168791, 0.0)",50.0726746,20.0168791,0.0
1861,3 pokoje plus jasna kuchnia Ruczaj,: Ruczaj,3.0,516 000 ,78.0,6615.0,https://www.otodom.pl/oferta/3-pokoje-plus-jasna-kuchnia-ruczaj-ID3Vd5e.html#4e65447592,2019-03-18 09:21:33.041241,"Krakow , : Ruczaj",Ruczaj,Kraków Ruczaj,"Ruczaj, Osiedle Ruczaj-Zaborze, Dębniki, Kraków, województwo małopolskie, 30-409, Polska",ulica,"(50.0254477, 19.9220913, 0.0)",50.0254477,19.9220913,0.0
1863,Bronowice  3 pokoje okazja,: Mydlniki,2.0,380 000 ,64.0,5938.0,https://www.otodom.pl/oferta/bronowice-3-pokoje-okazja-ID3TRGk.html#4e65447592,2019-03-18 09:21:33.041241,"Krakow , : Mydlniki",Bronowicka,Kraków Bronowicka,"Bronowicka, Bronowice, Kraków, województwo małopolskie, 30-122, Polska",ulica,"(50.0775327, 19.9016366, 0.0)",50.0775327,19.9016366,0.0
1864,Mieszkanie 2 poziomowe   Prusa Salwator,: Salwator,5.0,710 000 ,114.3,6212.0,https://www.otodom.pl/oferta/mieszkanie-2-poziomowe-ul-prusa-salwator-ID3Tc8g.html#4e65447592,2019-03-18 09:21:33.041241,"Krakow , : Salwator",Prusa,Kraków Prusa,"Bolesława Prusa, Półwsie Zwierzynieckie, Zwierzyniec, Kraków, województwo małopolskie, 30-109, Polska",ulica,"(50.0555047, 19.9177456, 0.0)",50.0555047,19.9177456,0.0
1866,Salwator 2 pokoje w rewitalizowanej kamienicy,: Salwator,2.0,449 000 ,34.8,12902.0,https://www.otodom.pl/oferta/salwator-2-pokoje-w-rewitalizowanej-kamienicy-ID3NCTe.html#4e65447592,2019-03-18 09:21:33.042244,"Krakow , : Salwator",Salwatorska,Kraków Salwatorska,"Salwatorska, Półwsie Zwierzynieckie, Zwierzyniec, Kraków, województwo małopolskie, 30-109, Polska",ulica,"(50.0559857, 19.9189418, 0.0)",50.0559857,19.9189418,0.0
1873,Mieszkanie inwestycyjne:   Na Lotnisku 1,: Bieńczyce,9.0,"1 159 585,70 ",209.69,5530.0,https://www.otodom.pl/oferta/mieszkanie-inwestycyjne-os-na-lotnisku-1-ID3W6CA.html#4e65447592,2019-03-18 09:21:35.381279,"Krakow , : Bieńczyce",Lotnisko,Kraków Lotnisko,"Kraków Lotnisko, Kapitana Mieczysława Medweckiego, Balice, gmina Zabierzów, powiat krakowski, województwo małopolskie, 32-083, Polska",ulica,"(50.0709059, 19.8011655991676, 0.0)",50.0709059,19.8011655991676,0.0
1874,3 pokojowe mieszkanie na Osiedlu Oświecenia,: Mistrzejowice,3.0,399 000 ,67.0,5955.0,https://www.otodom.pl/oferta/3-pokojowe-mieszkanie-na-osiedlu-oswiecenia-ID3W4cv.html#4e65447592,2019-03-18 09:21:35.381279,"Krakow , : Mistrzejowice",Osiedle,Kraków Osiedle,"Osiedle, Łęg, Czyżyny, Kraków, województwo małopolskie, 31-587, Polska",ulica,"(50.0572333, 20.0151003, 0.0)",50.0572333,20.0151003,0.0
1878,Jasne Ciche Świetna Komunikacja Bronowice,: Bronowice,3.0,445 000 ,55.06,8082.0,https://www.otodom.pl/oferta/jasne-ciche-swietna-komunikacja-bronowice-ID3X22c.html#24f2434338,2019-03-25 08:11:48.353596,"Krakow , : Bronowice",Bronowicka,Kraków Bronowicka,"Bronowicka, Bronowice, Kraków, województwo małopolskie, 30-122, Polska",ulica,"(50.0775327, 19.9016366, 0.0)",50.0775327,19.9016366,0.0
1884,Mieszkanie jednopokojowe ota Podkowa  Bronowice,: Bronowice Małe,1.0,285 000 ,31.0,9194.0,https://www.otodom.pl/oferta/mieszkanie-jednopokojowe-zlota-podkowa-bronowice-ID3X0mU.html#24f2434338,2019-03-25 08:11:48.354596,"Krakow , : Bronowice Małe",Podkowa,Kraków Podkowa,"Podkowa, Plac Wolnica, Kazimierz, Stare Miasto, Kraków, województwo małopolskie, 31-061, Polska",ulica,"(50.0487812, 19.944876, 0.0)",50.0487812,19.944876,0.0
1887,3 pok w zielonej w okolicy Ruczaju ! Okazja,: Ruczaj,3.0,446 700 ,77.0,5801.0,https://www.otodom.pl/oferta/3-pok-w-zielonej-w-okolicy-ruczaju-okazja-ID3X5V8.html#24f2434338,2019-03-25 08:11:48.355597,"Krakow , : Ruczaj",Ruczaj,Kraków Ruczaj,"Ruczaj, Osiedle Ruczaj-Zaborze, Dębniki, Kraków, województwo małopolskie, 30-409, Polska",ulica,"(50.0254477, 19.9220913, 0.0)",50.0254477,19.9220913,0.0
1888,Kawalerka z Tarasem   zielony Bieżanów Prokocim!,: Bieżanów-Prokocim,1.0,176 600 ,26.0,6792.0,https://www.otodom.pl/oferta/kawalerka-z-tarasem-zielony-biezanow-prokocim-ID3X5V4.html#24f2434338,2019-03-25 08:11:48.355597,"Krakow , : Bieżanów-Prokocim",Prokocimia,Kraków Prokocimia,"Prokocim, Bieżanów-Prokocim, Kraków, województwo małopolskie, Polska",ulica,"(50.0226748, 19.9921741, 0.0)",50.0226748,19.9921741,0.0
1889,2 pokoje   zielony Bieżanów Prokocim! Obok galerii,: Bieżanów-Prokocim,2.0,214 300 ,34.0,6303.0,https://www.otodom.pl/oferta/2-pokoje-zielony-biezanow-prokocim-obok-galerii-ID3X5V0.html#24f2434338,2019-03-25 08:11:48.355597,"Krakow , : Bieżanów-Prokocim",Prokocimia,Kraków Prokocimia,"Prokocim, Bieżanów-Prokocim, Kraków, województwo małopolskie, Polska",ulica,"(50.0226748, 19.9921741, 0.0)",50.0226748,19.9921741,0.0
1892,KRAKÓW Krowodrza   Królewska 106 m2 1p. + garaż,: Nowa Wieś,4.0,988 000 ,106.5,9277.0,https://www.otodom.pl/oferta/krakow-krowodrza-ul-krolewska-106-m2-1p-garaz-ID3X5Iv.html#24f2434338,2019-03-25 08:11:48.355597,"Krakow , : Nowa Wieś",Królewska,Kraków Królewska,"Królewska, Nowa Wieś, Krowodrza, Kraków, województwo małopolskie, 30-045, Polska",ulica,"(50.0713419, 19.9214825, 0.0)",50.0713419,19.9214825,0.0
1893,Nowe mieszkanie  51 5 m2 Żabiniec  Kraków,: Żabiniec,3.0,389 000 ,51.5,7553.0,https://www.otodom.pl/oferta/nowe-mieszkanie-51-5-m2-zabiniec-krakow-ID3X5DS.html#24f2434338,2019-03-25 08:11:48.355597,"Krakow , : Żabiniec",Żabiniec,Kraków Żabiniec,"Żabiniec, Casa Feliz, Prądnik Biały, Kraków, województwo małopolskie, 31-215, Polska",ulica,"(50.083371, 19.9417329, 0.0)",50.083371,19.9417329,0.0
1895,150 m2    Lipińskiego  10 min. do Kampusu UJ,: Ruczaj,5.0,1 050 000 ,150.4,6981.0,https://www.otodom.pl/oferta/150-m2-ul-lipinskiego-10-min-do-kampusu-uj-ID3X4Kv.html#24f2434338,2019-03-25 08:11:48.355597,"Krakow , : Ruczaj",Lipińskiego,Kraków Lipińskiego,"Lipińskiego, Osiedle Ruczaj-Zaborze, Dębniki, Kraków, województwo małopolskie, Polska",ulica,"(50.03048155, 19.924602834252, 0.0)",50.03048155,19.924602834252,0.0
1897,2 pokojowe z Ogródkiem  31 m2  Bronowice,: Bronowice,2.0,241 000 ,31.0,7774.0,https://www.otodom.pl/oferta/2-pokojowe-z-ogrodkiem-31-m2-bronowice-ID3X5iE.html#24f2434338,2019-03-25 08:11:48.356599,"Krakow , : Bronowice",Bronowicka,Kraków Bronowicka,"Bronowicka, Bronowice, Kraków, województwo małopolskie, 30-122, Polska",ulica,"(50.0775327, 19.9016366, 0.0)",50.0775327,19.9016366,0.0
1898,3 pokojowe z Ogródkiem  48 m2  Bronowice,: Bronowice,3.0,364 000 ,48.0,7583.0,https://www.otodom.pl/oferta/3-pokojowe-z-ogrodkiem-48-m2-bronowice-ID3X5go.html#24f2434338,2019-03-25 08:11:48.356599,"Krakow , : Bronowice",Bronowicka,Kraków Bronowicka,"Bronowicka, Bronowice, Kraków, województwo małopolskie, 30-122, Polska",ulica,"(50.0775327, 19.9016366, 0.0)",50.0775327,19.9016366,0.0
1899,2 pokojowe z Balkonem  32 5 m2  Bronowice,: Bronowice,2.0,254 000 ,32.5,7815.0,https://www.otodom.pl/oferta/2-pokojowe-z-balkonem-32-5-m2-bronowice-ID3X5eE.html#24f2434338,2019-03-25 08:11:48.356599,"Krakow , : Bronowice",Bronowicka,Kraków Bronowicka,"Bronowicka, Bronowice, Kraków, województwo małopolskie, 30-122, Polska",ulica,"(50.0775327, 19.9016366, 0.0)",50.0775327,19.9016366,0.0
1908,2 pok. Prądnik Czerwony blisko Młyńskiej Pilotów,: Prądnik Czerwony,2.0,300 000 ,37.8,7937.0,https://www.otodom.pl/oferta/2-pok-pradnik-czerwony-blisko-mlynskiej-pilotow-ID3X4KY.html#b7c17405d5,2019-03-25 08:11:49.988744,"Krakow , : Prądnik Czerwony",Czerwona,Kraków Czerwona,"Czerwona, Olsza II, Prądnik Czerwony, Kraków, województwo małopolskie, 31-426, Polska",ulica,"(50.0849372, 19.9554073, 0.0)",50.0849372,19.9554073,0.0
1910,2 pok./50m2 + 50m2 taras/Ruczaj/ Zachodnia.,: Dębniki,2.0,409 000 ,50.2,8147.0,https://www.otodom.pl/oferta/2-pok-50m2-50m2-taras-ruczaj-ul-zachodnia-ID3X4wS.html#b7c17405d5,2019-03-25 08:11:49.989743,"Krakow , : Dębniki",Zachodnia,Kraków Zachodnia,"Zachodnia, Osiedle Ruczaj-Zaborze, Dębniki, Kraków, województwo małopolskie, Polska",ulica,"(50.0241461, 19.91121945, 0.0)",50.0241461,19.91121945,0.0
1911,2 pokoje / 36 m2 / Dębniki /  Praska.,: Dębniki,2.0,286 000 ,35.8,7989.0,https://www.otodom.pl/oferta/2-pokoje-36-m2-debniki-ul-praska-ID3X4wi.html#b7c17405d5,2019-03-25 08:11:49.989743,"Krakow , : Dębniki",Paska,Kraków Paska,"Jana Chryzostoma Paska, Skotniki, Dębniki, Kraków, województwo małopolskie, 30-394, Polska",ulica,"(50.0056937, 19.862237, 0.0)",50.0056937,19.862237,0.0
1912,Przyt e  3 pokojowe w Nowej Hucie po remoncie,: Nowa Huta,3.0,377 000 ,52.0,7250.0,https://www.otodom.pl/oferta/przytulne-3-pokojowe-w-nowej-hucie-po-remoncie-ID3X4nq.html#b7c17405d5,2019-03-25 08:11:49.989743,"Krakow , : Nowa Huta",Nowe,Kraków Nowe,"Kraków, województwo małopolskie, Polska",ulica,"(50.0469432, 19.9971534358367, 0.0)",50.0469432,19.9971534358367,0.0
1915,S owiecka   śliczne 2 pokojowe nowiutkie,: Krowodrza,2.0,425 000 ,51.0,8333.0,https://www.otodom.pl/oferta/sosnowiecka-sliczne-2-pokojowe-nowiutkie-ID3X3Za.html#b7c17405d5,2019-03-25 08:11:49.989743,"Krakow , : Krowodrza",Łowiecka,Kraków Łowiecka,"Łowiecka, Półwsie Zwierzynieckie, Zwierzyniec, Kraków, województwo małopolskie, 30-112, Polska",ulica,"(50.0562986, 19.9217684, 0.0)",50.0562986,19.9217684,0.0
1916,Stare Miasto  mieszkanie 2 pokojowe do wejścia,: Śródmieście,2.0,483 000 ,50.5,9564.0,https://www.otodom.pl/oferta/stare-miasto-mieszkanie-2-pokojowe-do-wejscia-ID3X0Jq.html#b7c17405d5,2019-03-25 08:11:49.989743,"Krakow , : Śródmieście",Starego,Kraków Starego,"Zygmunta Starego, Mydlniki, Bronowice, Kraków, województwo małopolskie, 30-198, Polska",ulica,"(50.0801801, 19.8536978, 0.0)",50.0801801,19.8536978,0.0
1937,Bobrzyńskiego 68m2 3pok +k.lokatorska+m. p ojowe,: Ruczaj,3.0,530 000 ,67.82,7815.0,https://www.otodom.pl/oferta/bobrzynskiego-68m2-3pok-k-lokatorska-m-postojowe-ID3X3hC.html#461619a5cf,2019-03-25 08:11:51.638155,"Krakow , : Ruczaj",Bobrzyńskiego,Kraków Bobrzyńskiego,"Profesora Michała Bobrzyńskiego, Kobierzyn, Dębniki, Kraków, województwo małopolskie, 30-392, Polska",ulica,"(50.0180694, 19.8938623, 0.0)",50.0180694,19.8938623,0.0
1943,gotowa kawalerka  Bronowice,: Bronowice Wielkie,1.0,213 254 ,26.66,7999.0,https://www.otodom.pl/oferta/gotowa-kawalerka-bronowice-ID3X2lS.html#461619a5cf,2019-03-25 08:11:51.639155,"Krakow , : Bronowice Wielkie",Bronowicka,Kraków Bronowicka,"Bronowicka, Bronowice, Kraków, województwo małopolskie, 30-122, Polska",ulica,"(50.0775327, 19.9016366, 0.0)",50.0775327,19.9016366,0.0
1944,3 pok Bronowice  Mydlniki,: Bronowice,3.0,532 000 ,53.5,9944.0,https://www.otodom.pl/oferta/3-pok-bronowice-mydlniki-ID3X2lK.html#461619a5cf,2019-03-25 08:11:51.639155,"Krakow , : Bronowice",Bronowicka,Kraków Bronowicka,"Bronowicka, Bronowice, Kraków, województwo małopolskie, 30-122, Polska",ulica,"(50.0775327, 19.9016366, 0.0)",50.0775327,19.9016366,0.0
1947,Kraków Wola Justowska    Piotra Borowego C27,: Wola Justowska,2.0,631 881 ,67.25,9396.0,https://www.otodom.pl/oferta/krakow-wola-justowska-ul-piotra-borowego-c27-ID3X2j2.html#461619a5cf,2019-03-25 08:11:51.639155,"Krakow , : Wola Justowska",Justowska,Kraków Justowska,"Justowska, Osiedle Widok Zarzecze, Bronowice, Kraków, województwo małopolskie, 30-138, Polska",ulica,"(50.0754855, 19.8840381, 0.0)",50.0754855,19.8840381,0.0
1948,Kraków Wola Justowska    Piotra Borowego C09,: Wola Justowska,1.0,407 226 ,38.23,10652.0,https://www.otodom.pl/oferta/krakow-wola-justowska-ul-piotra-borowego-c09-ID3X2iY.html#461619a5cf,2019-03-25 08:11:51.639155,"Krakow , : Wola Justowska",Justowska,Kraków Justowska,"Justowska, Osiedle Widok Zarzecze, Bronowice, Kraków, województwo małopolskie, 30-138, Polska",ulica,"(50.0754855, 19.8840381, 0.0)",50.0754855,19.8840381,0.0
1949,Mieszkanie w Krakowie  Wola Justowska  lok. C11,: Wola Justowska,2.0,482 599 ,45.77,10544.0,https://www.otodom.pl/oferta/mieszkanie-w-krakowie-wola-justowska-lok-c11-ID3X2iU.html#461619a5cf,2019-03-25 08:11:51.639155,"Krakow , : Wola Justowska",Justowska,Kraków Justowska,"Justowska, Osiedle Widok Zarzecze, Bronowice, Kraków, województwo małopolskie, 30-138, Polska",ulica,"(50.0754855, 19.8840381, 0.0)",50.0754855,19.8840381,0.0
1950,Mieszkanie w Krakowie  Wola Justowska  lok. C12,: Wola Justowska,2.0,475 534 ,45.1,10544.0,https://www.otodom.pl/oferta/mieszkanie-w-krakowie-wola-justowska-lok-c12-ID3X2iQ.html#461619a5cf,2019-03-25 08:11:51.639155,"Krakow , : Wola Justowska",Justowska,Kraków Justowska,"Justowska, Osiedle Widok Zarzecze, Bronowice, Kraków, województwo małopolskie, 30-138, Polska",ulica,"(50.0754855, 19.8840381, 0.0)",50.0754855,19.8840381,0.0
1951,Kraków Wola Justowska    Piotra Borowego C28,: Wola Justowska,2.0,473 907 ,44.49,10652.0,https://www.otodom.pl/oferta/krakow-wola-justowska-ul-piotra-borowego-c28-ID3X2iM.html#461619a5cf,2019-03-25 08:11:51.639155,"Krakow , : Wola Justowska",Justowska,Kraków Justowska,"Justowska, Osiedle Widok Zarzecze, Bronowice, Kraków, województwo małopolskie, 30-138, Polska",ulica,"(50.0754855, 19.8840381, 0.0)",50.0754855,19.8840381,0.0
1953,Kraków Wola Justowska    Piotra Borowego C30,: Wola Justowska,3.0,822 044 ,78.77,10436.0,https://www.otodom.pl/oferta/krakow-wola-justowska-ul-piotra-borowego-c30-ID3X2iE.html#461619a5cf,2019-03-25 08:11:51.640156,"Krakow , : Wola Justowska",Justowska,Kraków Justowska,"Justowska, Osiedle Widok Zarzecze, Bronowice, Kraków, województwo małopolskie, 30-138, Polska",ulica,"(50.0754855, 19.8840381, 0.0)",50.0754855,19.8840381,0.0
1954,Kraków Wola Justowska    Piotra Borowego C13,: Wola Justowska,2.0,380 762 ,33.33,11424.0,https://www.otodom.pl/oferta/krakow-wola-justowska-ul-piotra-borowego-c13-ID3X2iA.html#461619a5cf,2019-03-25 08:11:51.640156,"Krakow , : Wola Justowska",Justowska,Kraków Justowska,"Justowska, Osiedle Widok Zarzecze, Bronowice, Kraków, województwo małopolskie, 30-138, Polska",ulica,"(50.0754855, 19.8840381, 0.0)",50.0754855,19.8840381,0.0
1955,Kraków Wola Justowska    Piotra Borowego C15,: Wola Justowska,1.0,432 611 ,38.23,11316.0,https://www.otodom.pl/oferta/krakow-wola-justowska-ul-piotra-borowego-c15-ID3X2iv.html#461619a5cf,2019-03-25 08:11:51.640156,"Krakow , : Wola Justowska",Justowska,Kraków Justowska,"Justowska, Osiedle Widok Zarzecze, Bronowice, Kraków, województwo małopolskie, 30-138, Polska",ulica,"(50.0754855, 19.8840381, 0.0)",50.0754855,19.8840381,0.0
1956,Mieszkanie w Krakowie  Wola Justowska  lok. C17,: Wola Justowska,2.0,527 087 ,45.77,11516.0,https://www.otodom.pl/oferta/mieszkanie-w-krakowie-wola-justowska-lok-c17-ID3X2is.html#461619a5cf,2019-03-25 08:11:51.640156,"Krakow , : Wola Justowska",Justowska,Kraków Justowska,"Justowska, Osiedle Widok Zarzecze, Bronowice, Kraków, województwo małopolskie, 30-138, Polska",ulica,"(50.0754855, 19.8840381, 0.0)",50.0754855,19.8840381,0.0
1960,Kazimierz  2 Pokoje  46m2  English,: Stare Miasto,2.0,499 000 ,46.0,10848.0,https://www.otodom.pl/oferta/kazimierz-2-pokoje-46m2-english-ID3X2gM.html#948935011d,2019-03-25 08:11:53.277109,"Krakow , : Stare Miasto",Kazimierza,Kraków Kazimierza,"Księdza Kazimierza Jancarza, Batowice, Mistrzejowice, Kraków, województwo małopolskie, 31-618, Polska",ulica,"(50.0955333, 19.9961381, 0.0)",50.0955333,19.9961381,0.0
1965,Garsoniera z ogródkiem  Bronowice,: Bronowice,1.0,244 900 ,32.0,7653.0,https://www.otodom.pl/oferta/garsoniera-z-ogrodkiem-bronowice-ID3X23V.html#948935011d,2019-03-25 08:11:53.277109,"Krakow , : Bronowice",Bronowicka,Kraków Bronowicka,"Bronowicka, Bronowice, Kraków, województwo małopolskie, 30-122, Polska",ulica,"(50.0775327, 19.9016366, 0.0)",50.0775327,19.9016366,0.0
1967,Nowe mieszkanie 30mkw  Wrocławska  Krowodrza,: Krowodrza,1.0,364 900 ,29.94,12188.0,https://www.otodom.pl/oferta/nowe-mieszkanie-30mkw-wroclawska-krowodrza-ID3X1Pm.html#948935011d,2019-03-25 08:11:53.277109,"Krakow , : Krowodrza",Wrocławska,Kraków Wrocławska,"Wrocławska, Łobzów, Krowodrza, Kraków, województwo małopolskie, 31-306, Polska",ulica,"(50.0815775, 19.9161234, 0.0)",50.0815775,19.9161234,0.0
1971,Mieszkanie 3 pok. 53m2  Wapiennik,: Mydlniki,3.0,530 000 ,54.0,9815.0,https://www.otodom.pl/oferta/mieszkanie-3-pok-53m2-ul-wapiennik-ID3X1HS.html#948935011d,2019-03-25 08:11:53.277109,"Krakow , : Mydlniki",Wapienna,Kraków Wapienna,"Wapienna, Zagumnie, Podgórze, Kraków, województwo małopolskie, 33-352, Polska",ulica,"(50.0383676, 19.9639002, 0.0)",50.0383676,19.9639002,0.0
